Igbo,English
"Nanị - 2023 AFCONQ: Peseiro Na-elekọta, na-akpọ ndị egwuregwu 24 ka ha bịa n'ogige maka nsogbu Sao Tome","Exclusive – 2023 AFCONQ: Peseiro In Charge, Invites 24 Players To Camp For Sao Tome Clash"
Rodri kwadoro nnukwu mmalite nke Man City na oge ọhụrụ,Rodri Lauds Man City’s Great Start To New Season
Guardiola mepụtara ndekọ Premier League ọhụrụ na mmeri Man City na Sheffield United,Guardiola Creates New Premier League Record In Man City’s Win At Sheffield United
Malitela Havertz megide Man United –Bent dọrọ Arteta aka ná ntị,Don’t Start Havertz Against Man United –Bent Warns Arteta
Newcastle ga-abụ onye mmegide siri ike maka Liverpool -Elliot,Newcastle Will Be A Tough Opponent For Liverpool –Elliot
"Ihe kpatara Arsenal ga-abụ ndị na-asọ mpi Premier League ọzọ - Onye njikwa Fulham, Silva","Why Arsenal Will Be Premier League Title Contenders Again —Fulham Manager, Silva"
Liverpool enweghị ike ịtufu Salah na Al-Ittihad -Klopp,Liverpool Can’t Afford To Lose Salah To Al-Ittihad –Klopp
Serie A: Lookman na-eme ihe dị ka Frosinone Edge Atalanta,Serie A: Lookman In Action As Frosinone Edge Atalanta
Serie A: Ebuehi Na-egwuru Mins 90 niile ka Monza na-eti Empoli,Serie A: Ebuehi Plays All 90 Mins As Monza Beat Empoli
NFF ga-eme mkpebi na Peseiro -Gusau wepụrụ asịrị,NFF Yet To Take Decision On Peseiro –Gusau Dispels Rumours
FIFA kwụsịtụrụ onye isi FA Spanish n'ihi asịrị na-esusu ọnụ,FIFA Suspends Spanish FA President Over Kissing Scandal
Endo enweghị atụ na Stuttgart -Muller,Endo Is Irreplaceable At Stuttgart –Muller
Rufai na-ezube ọrụ nchịkwa Super Eagles,Rufai Targets Super Eagles Coaching Job
Hislop na-akwado ọmarịcha arụmọrụ Sterling megide Luton,Hislop Lauds Sterling’s Decent Performance Against Luton
Agbaghara m bọọlụ mba ụwa' - Balogun Ọchịchọ maka Super Eagles Action,‘I Missed International Football’ — Balogun Eager For Super Eagles Action
Jackson nwere ike ịbụ otu n'ime nnukwu ndị egwu EPL - Pochettino,Jackson Has Potential To Be One Of The Great EPL Strikers —Pochettino
"Sancho, Antony, Garnacho bụ ndị egwuregwu nkịtị - Souness","Sancho, Antony, Garnacho Are Ordinary Players –Souness"
"Chelsea Thrash New Comers Luton Town, Dekọọ mmeri mbụ EPL nke oge","Chelsea Thrash New Comers Luton Town, Record First EPL Win Of Season"
Waldrum na-emeghachi omume na ịrị elu Super Falcons na ọkwa FIFA kacha ọhụrụ,Waldrum Reacts To Super Falcons’ Rise In Latest FIFA Ranking
Ter Stegen bịanyere aka na nkwekọrịta afọ ise ọhụrụ na Barcelona,Ter Stegen Signs New Five-Year Contract At Barcelona
Mịnịsta na-ahụ maka egwuregwu ọhụrụ Enoh ekwela nkwa nkwado NFF iji wulite bọọlụ,New Sports Minister Enoh Pledges Support For NFF To Develop Football
"Mịnịsta na-ahụ maka egwuregwu na-anabata ndị otu Naịjirịa sitere na asọmpi egwuregwu egwuregwu gymnastics, kwughachikwa nlebara anya nha anya maka egwuregwu niile.","Minister Of Sports Welcomes Nigeria’s Contingent from Gymnastics Championship, Restates Equal Attention For All Sports"
Onye isi FA Spanish jụrụ ịgba arụkwaghịm n'ihi asịrị nsusu ọnụ,Spanish FA President Refuses To Resign Over Kissing Scandal
Salah kwadoro Liverpool 100% - Klopp,Salah 100% Committed To Liverpool — Klopp
Super Falcons agbagoro ruo 32nd na ọkwa FIFA kacha ọhụrụ; Sweden Top World List,Super Falcons Move Up To 32nd In Latest FIFA Ranking; Sweden Top World List
"Ndị asọmpi egwuregwu ụwa: Mịnịsta na-ahụ maka egwuregwu na-agba Amusan, Brume, ndị ọzọ ume ịlaghachi azụ","WorldAthletics Champs: Sports Minister Urges Amusan, Brume, Others to Bounce Back"
NFF na-eme emume Super Eagles Rufai dị afọ 60,NFF Celebrates Super Eagles Legend Rufai At 60
"Caicedo, Lavia sonyeere Chelsea naanị maka ego - Ex-Blues Midfield Star","Caicedo, Lavia Only Joined Chelsea For Money —Ex-Blues Midfield Star"
Ọsọ asọmpi ụwa: Adeleke tụfuru ihe nrite na 400m nke ụmụ nwanyị,WorldAthletics Champs: Adeleke Narrowly Misses Medal In Women’s 400m
FIFA meghere usoro ịdọ aka ná ntị megide onye isi FA Spanish karịa 2023 W/Cup kiss Scandal,FIFA Opens Disciplinary Proceedings Against Spanish FA President Over 2023 W/Cup kiss Scandal
EPL: Cooper choro ihe mgbaru ọsọ ndị ọzọ sitere na Awoniyi,EPL: Cooper Demands More Goals From Awoniyi
Ọ bụ otu n'ime ndị egwu kacha mma na Europe - Ancelotti Hails Osimhen,He’s One Of Europe’s Best Strikers –Ancelotti Hails Osimhen
Manchester City enweghị ike ịmegharị ihe ngosi Treble -Bernardo Silva,Manchester City Can’t Repeat Treble Feat –Bernardo Silva
US Open Cup: Messi akpa abụọ na-enyere aka ka Inter Miami meriri Cincinnati iji ruo ngwụcha ọzọ,US Open Cup: Messi Bags Two Assists As Inter Miami Beat Cincinnati To Reach Another Final
Aha Serie A ga-agba ọsọ nke ọma n'oge a - Ancelotti,Serie A Title This Season Will Be Keenly Contested –Ancelotti
Akụkọ akụkọ Man United ekwetaghị na mkpebi Arteta ịbanye na Raya,Man United Legend Disagrees With Arteta’s Decision To Sign Raya
Ndị mmeri #WorldAthletics: Amusan lekwasịrị anya na ịgbachitere aha ụwa,#WorldAthletics Champs: Amusan Focused On Defending World Title
Abia Govenor Otti kwadoro Super Falcons Star Ogbonna,Abia Govenor Otti Hosts Super Falcons Star Ogbonna
"Nanị: Mexico '83 Flying Eagles Arịrịọ House of Reps, chọrọ nkuzi ego, MON Awards agbapụtara.","Exclusive:  Mexico ’83 Flying Eagles Petition House Of Reps, Want Monitized Scholarship, MON Awards Pledges Redeemed"
Mount To Miss Man United Egwuregwu EPL abụọ na-esote nwere mmerụ ahụ,Mount To Miss Man United’s Next Two EPL Games With Injury
Lauren James rịọrọ m mgbaghara naanị na Twitter mana ka ọ kpọtụrụ m - Alozie zara ajụjụ mgbe ihe mberede ahụ mechara.,Lauren James Only Apologised On Twitter But Yet To Contact Me –Alozie Reacts After Stomping Incident
Ihe kpatara Bayern Munich ji kwaliri maka mbinye aka Kane - Matteus,Why Bayern Munich Pushed For Kane’s Signature –Mattheus
Ndị mmeri #WorldAthletics: Amusan batara na ọkara ihe mgbochi 100m,#WorldAthletics Champs: Amusan Zooms Into 100m Hurdles Semis
Guardiola ga-atụfu egwuregwu abụọ na-esote Man City ka a wachara ya azụ,Guardiola To Miss Man City’s Next Two Games After Back Surgery
Chukwueze ga-ebido n’oge na-adịghị anya na AC Milan – Pioli,Chukwueze Will Soon Be Starter At AC Milan –Pioli
2023 WWC: FIFA nyere Super Falcons Star Ucheibe 6th Best Tackler,2023 WWC: FIFA Ranks Super Falcons Star Ucheibe 6th Best Tackler
A na-eme Chukwuemeka ịwa ahụ na mmerụ ahụ nke ikpere,Chukwuemeka Undergoes Surgery On Knee Injury
Super Falcons Star Ucheibe Gọvanọ Abia kwadoro ya ka ihe ngosi iko mba ụwa mara mma,Super Falcons Star Ucheibe Hosted By Abia Governor After Impressive World Cup Display
Ọdịnihu m na Arsenal dị iche na nke Balogun - Nketiah,My Future At Arsenal Is Different From Balogun’s –Nketiah
"10-Nwoke Arsenal meriri Crystal Palace, gbagoro na nke atọ","10-Man Arsenal Defeat Crystal Palace, Move Up To Third"
2023 WWC: Super Falcons nwetara otu kachasị mma nke iri,2023 WWC: Super Falcons Ranked 10th Best Team
Ọdịnihu gị abụghị ebe a' - Man United Part Ways With Greenwood,‘Your Future Doesn’t Belong Here’ –Man United Part Ways With Greenwood
Caicedo hà nhata ndekọ achọghị ka emechara Chelsea mpụta mbụ Vs West Ham,Caicedo Equals Unwanted Record After Disappointing Chelsea Debut Vs West Ham
Ter Stegen kelere mmeri siri ike nke Barcelona meriri Cadiz,Ter Stegen Hails Barcelona’s Hard Fought Victory Over Cadiz
Arụmọrụ Caicedo bụ ihe na-akụda mmụọ megide West Ham –Carragher,Caicedo’s Performance Was Disappointing Against West Ham –Carragher
Onye goolu goolu nke mba Spain meriri n'asọmpi Iko mba ụwa matara maka ọnwụ nna mgbe ikpeazụ Vs England,Spain’s World Cup-winning Goalscorer Learns Of Father’s Death After Final Vs England
Onye isi Chelsea Pochettino were iwe na mmeri ha meriri West Ham,Chelsea Boss Pochettino Upset With Defeat To West Ham
Afolabi na-eme emume Delta Queens meriri USFA,Afolabi Celebrates Delta Queens Win Over USFA
Serie A: Lookman ewepụla ka Atalanta meriri Sassuolo,Serie A: Lookman Subbed Off As Atalanta Overcome Sassuolo
Serie A: Nkwankwo Benched As Salernitana Hold Roma,Serie A: Nkwankwo Benched As Salernitana Hold Roma
2023 WWC: Spain Edge England Ga-ebute aha iko mba ụwa nke mbụ,2023 WWC: Spain Edge England To Land First-Ever World Cup Title
Obi dị m ụtọ inye akara megide Newcastle –Alvarez,I’m Delighted To Score Against Newcastle –Alvarez
"Iko Njikọ: Messi Scores, Mepụta ndekọ ọhụrụ ka Inter Miami Lift First-Ever Trophy","Leagues Cup: Messi Scores, Creates New Record As Inter Miami Lift First-Ever Trophy"
Keane: Man United enweghị onye ndu dị ọcha megide Spurs,Keane: Man United Lack Pure Leadership Against Spurs
EPL: Alvarez nwetara akara ka Man City na-ejigide ụdị mmeri,EPL: Alvarez Scores As Man City Maintain Winning Form
Premier League: Tottenham Hotspur meriri Manchester United,Premier League: Tottenham Hotspur Outshine Manchester United
#WorldAthleticsChamps: Onyekwere na-edu ndị Naijiria atọ n'akụkọ ihe mere eme iji kparịta ihe omume na Sọnde.,#WorldAthleticsChamps: Onyekwere Leads Historic Nigerian Trio To Discus Throw Action On Sunday
"Asọmpi egwuregwu ụwa: Brume in; Usoro, Enekwechi, 4x400m Mixed Relay Team Out!","World Athletics Championships: Brume in; Usoro, Enekwechi, 4x400m Mixed Relay Team Out!"
2023 WWC: Sweden meriri Australia iji nweta ọla iko mba ụwa nke anọ,2023 WWC: Sweden Beat Australia To Claim 4th World Cup Bronze
La Liga: 'Kepa adịghị adị' - Ancelotti na-ekwu okwu n'ihu Real Madrid Vs Almeria,La Liga: ‘Kepa Not Available’ –Ancelotti Speaks Ahead Real Madrid Vs Almeria
NFF enyochaghị Super Falcons ka ọ sọpụrụ òkù nke nwanyị First Lady -Chiejine,NFF Didn’t Screen Super Falcons To Honour First Lady’s Invite –Chiejine
Barcelona Vs Cadiz ga-abụ ihe siri ike -Xavi,Barcelona Vs Cadiz Will Be A Tough –Xavi
Arsenal ewepụtara ngwa nke atọ maka oge 2023/24,Arsenal Launch Third Kit For 2023/24 Season
Osimhen ga-abụ onye egwuregwu bọọlụ Afrịka nke afọ -Gyan,Osimhen Will Emerge African Footballer Of The Year –Gyan
Liverpool mara ọkwa ịbịanye aka na onye ọgba bọọlụ Japan Endo sitere na Stuttgart,Liverpool Announce Signing Of Japanese Midfielder Endo From Stuttgart
"Dare kelere Amusan na mkpochapụ, na-akwado nkwado nke ọma nke aha ihe mgbochi 100m na ​​Budapest","Dare Congratulates Amusan On Clearance, Urges Successful Defence Of 100m Hurdles Title In Budapest"
Kane ga-abụ isi ihe na egwuregwu Bayern Munich vs Werder Bremen -Tuchel,Kane Will Be Focal Point In Bayern Munich vs Werder Bremen Game –Tuchel
AKWỤKWỌ MMADỤ: Chelsea mara ọkwa na Lavia bịanyere aka na ya,DONE DEAL: Chelsea Announce Lavia Signing
Walcott kwupụtara ezumike nka site na bọọlụ ọkachamara na 34,Walcott Announces Retirement From Professional Football At 34
Wilson: Ebumnuche m ga-emebi Man City,Wilson: My Goal Will Down Man City
Obi dị m ụtọ itinye nke a n'azụ m' - Amusan zara nzaghachi mgbe ọ nwetachara ikike ịsọ mpi na WAC,‘I’m Thrilled To Put This Behind Me’ — Amusan Reacts After Getting Clearance To Compete At WAC
James Na-enwe Ahụhụ Hamstring ọzọ na Ọzụzụ,James Suffers Another Hamstring Injury In Training
"2023 WWC: Tinubu na-efesa $10,000 nke ọ bụla na Super Falcons","2023 WWC: Tinubu Splashes $10,000 Each On Super Falcons"
"Amaghị m ndị otu m hụrụ n'anya ma na-ahụ m n'anya nke ukwuu - Super Falcons Captain, Ebi","I Never Knew My Teammates Love And Cherish Me So Much — Super Falcons Captain, Ebi"
Amusan kpochapụrụ ka ọ bụrụ asọmpi n'asọmpi egwuregwu ụwa,Amusan Cleared To Compete At World Athletics Championships
Nanị: NFF nọ n'ọnọdụ ikpebi ọdịnihu Waldrum -Lawal,Exclusive: NFF Is In Position To Decide Waldrum’s Fate –Lawal
Super Falcons hapụrụ akara ha na iko mba ụwa 2023 - FIFA,Super Falcons Left Their Mark On 2023 World Cup —FIFA
Man City kwesịrị imeri Sevilla –Gvardiol,Man City Deserved Victory Over Sevilla –Gvardiol
Friedel: Liverpool ga-agba mgba isi Premier League site na Man City,Friedel: Liverpool Will Wrestle Premier League Title From Man City
Enwere m ike imeri Ballon d'Or na Bayern Munich -Kane,I Can Win Ballon d’Or At Bayern Munich –Kane
Spalletti ga-abụ onye nchịkwa ọhụrụ nke Italy,Spalletti Set To Become Italy’s New Head Coach
Guardiola mepụtara ndekọ UEFA Super Cup mgbe mmeri Man City meriri Sevilla,Guardiola Creates UEFA Super Cup Record After Man City’s Win Vs Sevilla
Man City meriri Sevilla na penalty Shootout iji nweta iko Super Cup nke mbụ,Man City Beat Sevilla On Penalty Shootout To Land First-Ever Super Cup Trophy
"2023 WWC: Waldrum Nganga nke Super Falcons arụmọrụ megide ndị ọkara nke ikpeazụ England, Australia","2023 WWC: Waldrum Proud Of Super Falcons Performance Against Semi-finalists England, Australia"
Arsenal kwuputara mmerụ ahụ Jurrien Timber,Arsenal Confirm Jurrien Timber Injury Blow
2023 WWC: England meriri ndị ọbịa Australia ka ha rute ngwụcha iko mba ụwa nke mbụ,2023 WWC: England Overcome Hosts Australia To Reach First-Ever World Cup Final
Plumptre ekpughere ebumnuche Super Falcons na-esote mgbe mkpochapụ iko mba ụwa gasịrị,Plumptre Reveals Super Falcons Next Target After World Cup Elimination
Neymar: esoghị m Saudi Pro League n'ihi ego,Neymar: I Didn’t Join Saudi Pro League Because Of Money
"Peseiro, Waldrum Ịmara Naijirịa Ọrụ Na-abịa n'ọnwa na-abịa -Gusau","Peseiro, Waldrum To Know Nigeria Jobs Fates Next Month –Gusau"
Mali kwụsị D'Tigers' Olileanya nke iru eru maka Paris 2024 Olympic,Mali End D’Tigers’ Hopes Of Qualifying For Paris 2024 Olympic
Nanị: Peseiro ga-emeri Benin Rohr na 2026 WCQ – Shorunmu,Exclusive: Peseiro Will Outshine Rohr’s Benin In 2026 WCQ –Shorunmu
Chelsea Mee ka nkwupụta mwepụta Olise rụọ ọrụ,Chelsea Activate Olise Release Clause
De Bruyne ga-agbaghara ọnwa anọ na mmerụ ahụ,De Bruyne To Miss Four Months With Injury
Monaco ga-enye onyinye ọhụrụ maka Balogun,Monaco To Make New Offer For Balogun
Chelsea agaghị eme Premier League Top Four -Ikpeba,Chelsea Won’t Make Premier League Top Four –Ikpeba
Man Utd kwesịrị imeri Wolves -Ten Hag,Man Utd Deserved The Victory Over Wolves –Ten Hag
2023 WWC: Spain meriri Sweden ka ọ ruo ngwụcha iko mba ụwa mbụ,2023 WWC: Spain Beat Sweden To Reach First World Cup Final
Ihe kpatara m ji bịanye aka na Chelsea -Caicedo,Why I Signed For Chelsea –Caicedo
2024 FIBA ​​Olympic Pre-Qualifiers: Senegal meriri Nigeria ndị ọbịa na otu A egwuregwu mmeghe,2024 FIBA Olympic Pre-Qualifiers: Senegal Defeat Hosts Nigeria In Group A Opening Game
Emechara: Chelsea bịanyere aka na Caicedo zuru ezu,Done Deal: Chelsea Complete Caicedo Signing
"FIFA, PSG, CAF mere mmemme Okocha na 50","FIFA, PSG, CAF Celebrate Okocha At 50"
Onana: Achọrọ m ịbụ onye akụkọ mgbe ochie na Man United,Onana: I Want To Be A Legend At Man United
Nanị: Ebumnuche Awoniyi ga-adị mkpa maka Nottingham Forest n'oge a - Akpoborie,Exclusive: Awoniyi’s Goals Will Be Crucial For Nottingham Forest This Season –Akpoborie
Nwunye onyeisiala anabatala ndị Super Falcons n'Abuja,First Lady Hosts Super Falcons In Abuja
Super Falcons Star Kanu ewepụtala ntọala ọhụrụ,Super Falcons Star Kanu Launches New Foundation
Lukaku jikọtara ya na Tottenham,Lukaku Linked To Tottenham
Enwere m ike iwepụta ihe kacha mma na Richarlison - Postecoglou,I Can Bring Out The Best From Richarlison –Postecoglou
"Gọvanọ Os﻿un Adeleke nabata Super Falcons Stars Ajibade, Imuran","Os﻿un Gov. Adeleke Hosts Super Falcons Stars Ajibade, Imuran"
"EPL: Chelsea, Liverpool na-edozi maka ọgbaghara","EPL: Chelsea, Liverpool Settle For Stalemate"
Eji m n'aka na Jackson ga-enye goolu maka Chelsea -Pochettino,I’m Certain Jackson Will Score Goals For Chelsea –Pochettino
Adị m njikere inye ihe kacha mma -Szoboszlai na-ekwu okwu n'ihu Chelsea Vs Liverpool,I’m Ready To Give My Best –Szoboszlai Speaks Ahead Chelsea Vs Liverpool
Kane apụọla na iko mbụ ka Leipzig Thrash Bayern 3-0 na German Super Cup,Kane Misses Out On First Trophy As Leipzig Thrash Bayern 3-0 In German Super Cup
Obi tọrọ Ucheibe ụtọ imere Super Falcons n'asọmpi iko mba ụwa nke mbụ,Ucheibe Thrilled To Make First World Cup Appearance For Super Falcons
La Liga: Sadiq na-eme ihe dị ka Real Sociedad Jide Girona,La Liga: Sadiq In Action As Real Sociedad Hold Girona
Saka nwere ogo dị ịtụnanya - Nketiah Hails MOTM Na Arsenal meriri ọhịa,Saka Has Amazing Quality –Nketiah Hails MOTM In Arsenal Win Over Forest
EPL: Nottingham Forest anaghị arụ ọrụ megide Arsenal -Cooper,EPL: Nottingham Forest Underperformed Against Arsenal –Cooper
2023 WWC: England na-aga n'ihu na ọkara nke ikpeazụ mgbe nloghachi mmeri Vs Colombia,2023 WWC: England Advance Into Semi-final After Comeback Win Vs Colombia
2023 WWC: Australia meriri France na ntaramahụhụ iji rute asọmpi iko mba ụwa nke mbụ,2023 WWC: Australia Beat France On Penalties To Reach First-Ever World Cup Semi-finals
Ndekọ ihe mgbaru ọsọ ga-eme ka ị ara ara n'isi - Haaland,Goal Records Will Make You Crazy In The Head –Haaland
Iko Njikọ: Messi nyere akara na egwuregwu nke ise nke ise ka Inter Miami ruru eru maka ọkara ikpeazụ,Leagues Cup: Messi Scores In 5th Consecutive Game As Inter Miami Qualify For Semi-finals
Klopp na-egwu ihe ịma aka aha EPL,Klopp Plays Down EPL Title Challenge
Chelsea na-achọsi ike ime mmetụta megide Liverpool -Klopp,Chelsea Desperate To Make An Impression Against Liverpool –Klopp
"Enweghị ihe ọ bụla na-agbalị ime ka Kane kwenye ka ọ nọrọ - Onye njikwa Spurs, Postecoglou","No Point Trying To Convince Kane To Stay –Spurs Manager, Postecoglou"
"Exclusive: Iheanacho, Ndidi ga enyere Leicester City aka inweta nkwalite na EPL –Dosu","Exclusive: Iheanacho, Ndidi Will Help Leicester City Gain Promotion To EPL –Dosu"
2023 WWC: Sweden Knockout bụbu ndị mmeri Japan ga-erute ọkara ikpeazụ,2023 WWC: Sweden Knockout Former Champions Japan To Reach Semi-finals
Bayern Munich mechara kwekọrịta na Tottenham maka Kane,Bayern Munich Finally Agree Deal With Tottenham For Kane
EPL: Anyị dị njikere ịlụ ọgụ -Cunha na-ekwu okwu n'ihu Man United Vs Wolves,EPL: We’re Battle Ready –Cunha Speaks Ahead Man United Vs Wolves
Inter Milan ga-emeri aha Serie A ma ọ bụrụ… -Vieri,Inter Milan Will Win Serie A Title If… –Vieri
